DISTRICT,PROVINCE,ZONE,RIVER_BASIN,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,PEAK_24H_RAIN,NBRO_LANDSLIDE_ALERT,FLOOD_OCCURRENCE,HAZARD_INDEX
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2006,140.5,85.2,66.4,98.5,66.5,64.1,10.0,71.9,101.0,123.2,121.4,189.4,1138.1,53.4,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2006,90.4,45.1,22.7,69.5,96.7,10.0,101.9,45.3,227.9,288.7,157.3,118.9,1274.4,113.4,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2006,73.9,97.5,118.7,127.2,110.4,46.2,11.6,124.7,15.0,158.2,202.7,257.9,1343.9,86.3,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2006,174.8,83.6,59.3,129.3,31.0,10.0,10.0,55.3,59.9,177.0,123.1,232.0,1145.4,85.2,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2006,152.3,72.0,120.4,174.7,38.0,16.4,10.0,72.4,131.7,139.0,271.2,286.3,1484.4,122.3,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2006,171.3,90.9,82.7,135.2,15.0,88.1,47.7,35.1,15.0,245.2,231.0,228.0,1385.3,82.7,0,No Flood,0
Jaffna,Dry,Dry,Peninsula / Coastal,2006,123.7,67.7,69.2,62.3,15.0,10.0,66.4,10.9,28.4,196.9,112.7,218.1,981.3,96.4,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2006,141.8,74.3,34.5,75.2,67.8,10.0,42.4,10.0,41.9,228.5,207.2,205.8,1139.4,70.5,0,No Flood,0
Mannar,Dry,Dry,Aruvi Aru,2006,161.3,69.2,39.3,72.9,15.0,10.0,67.0,10.0,53.6,81.5,117.0,145.0,841.8,59.0,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2006,147.9,89.3,35.9,138.9,15.0,44.0,10.0,10.0,17.4,142.8,143.2,145.3,939.7,65.2,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2006,165.0,75.1,105.2,99.5,111.7,10.0,11.1,12.6,46.8,202.0,87.8,185.7,1112.5,78.4,0,No Flood,0
Puttalam,Dry,Dry,Deduru Oya,2006,65.0,41.6,113.8,157.6,15.0,47.1,22.4,17.5,107.4,93.0,301.8,180.2,1162.5,103.1,0,Minor Flood,1
Colombo,Wet,Wet,Kelani Ganga,2007,49.3,5.0,112.2,257.4,398.6,227.7,210.0,201.6,194.4,328.0,282.0,72.8,2339.3,121.6,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2007,45.0,27.2,92.0,228.2,319.1,245.9,235.1,155.9,289.6,290.4,418.9,211.5,2558.8,131.2,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2007,41.6,8.8,130.6,331.4,518.2,419.1,256.6,290.6,394.9,359.7,273.0,62.8,3087.2,229.8,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2007,70.5,5.0,182.0,288.9,572.1,444.6,315.4,354.1,453.9,354.9,491.6,104.3,3637.3,251.7,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2007,109.2,55.5,161.5,291.2,397.8,373.9,379.4,241.3,435.8,320.4,468.3,45.3,3279.6,146.0,2,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2007,81.7,73.7,120.7,223.5,404.1,446.0,250.4,162.5,341.5,377.8,295.1,158.0,2935.0,158.7,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2007,62.4,31.6,160.9,263.9,310.2,344.8,299.2,307.7,358.1,347.6,343.6,126.8,2956.9,121.1,2,Minor Flood,1
Kandy,Wet,Wet,Mahaweli Ganga,2007,81.3,57.0,150.0,200.4,141.9,287.6,222.3,152.2,240.8,251.5,314.2,141.4,2240.6,133.2,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2007,83.2,24.6,131.1,181.3,411.8,276.2,172.0,157.2,226.6,249.9,369.9,149.7,2433.4,162.0,3,Major Flood,2
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2007,158.0,77.9,109.1,190.8,15.0,107.0,61.3,43.2,215.1,301.6,180.0,240.3,1699.4,103.9,2,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2007,146.7,78.4,105.6,184.0,160.7,187.4,117.6,42.4,175.5,315.5,449.1,158.5,2121.3,151.3,3,Major Flood,2
Kurunegala,Intermediate,Intermediate,Deduru Oya,2007,49.6,49.0,91.7,219.6,152.8,100.3,79.0,181.1,154.3,143.2,311.8,122.4,1654.9,136.2,0,Major Flood,2
Anuradhapura,Dry,Dry,Malwathu Oya,2007,75.8,71.3,12.0,125.2,158.8,71.1,10.0,37.7,50.4,198.2,102.2,227.8,1140.6,82.5,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2007,129.6,80.0,61.1,129.0,164.7,63.4,54.9,18.4,116.7,176.0,178.5,152.2,1324.4,51.2,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2007,144.5,21.7,18.8,169.4,49.5,63.7,28.5,48.0,154.2,218.0,247.1,69.6,1233.0,88.3,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2007,167.9,68.5,57.8,114.8,142.7,78.1,105.4,146.6,35.8,124.4,235.5,255.4,1532.8,93.9,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2007,172.6,105.2,60.4,160.6,87.8,62.8,10.0,47.2,122.7,215.7,274.9,260.6,1580.4,107.3,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2007,213.3,131.2,74.8,130.3,96.0,100.6,10.0,10.0,33.1,295.4,259.5,255.8,1610.0,84.7,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2007,176.7,63.1,70.9,141.1,98.2,18.2,118.0,10.0,115.1,175.3,268.2,293.0,1547.7,101.4,0,Minor Flood,1
Jaffna,Dry,Dry,Peninsula / Coastal,2007,165.4,97.6,75.2,147.0,73.6,26.7,10.0,10.0,83.9,206.6,222.7,304.8,1423.5,88.6,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2007,127.0,75.8,114.8,173.5,41.4,52.0,18.6,83.5,27.1,183.8,265.6,217.1,1380.2,92.1,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2007,110.9,119.0,40.8,152.7,31.4,19.4,10.0,22.0,15.0,50.1,177.6,182.9,931.8,78.7,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2007,156.3,60.7,47.9,210.0,15.0,127.0,24.5,32.5,94.8,246.2,183.9,211.8,1410.5,109.9,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2007,176.8,43.1,82.0,157.4,125.4,58.2,26.0,73.4,15.0,139.0,141.3,270.8,1308.3,101.1,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2007,125.6,51.7,102.5,141.9,41.2,75.0,57.2,71.1,52.6,88.0,194.8,196.6,1198.2,61.5,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2008,65.2,8.3,51.5,175.3,216.2,168.1,165.2,178.3,201.5,242.0,369.4,46.0,1887.1,165.2,0,Major Flood,2
Gampaha,Wet,Wet,Kelani Ganga,2008,20.3,44.4,91.7,131.5,143.7,292.8,149.7,181.3,97.6,374.7,301.5,56.7,1885.9,161.8,0,Major Flood,2
Kalutara,Wet,Wet,Kalu Ganga,2008,80.2,5.0,26.5,239.7,367.2,256.6,204.5,189.3,295.9,229.3,332.4,20.0,2246.4,119.0,2,Minor Flood,1
Ratnapura,Wet,Wet,Kalu Ganga,2008,50.4,30.9,118.3,245.8,418.7,331.9,245.2,239.0,286.0,182.8,387.4,146.2,2682.6,188.1,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2008,64.9,5.0,41.8,244.8,329.2,349.7,170.8,234.0,364.8,284.9,310.1,88.8,2488.9,140.1,2,Minor Flood,1
Galle,Wet,Wet,Gin Ganga,2008,89.0,19.4,95.4,154.0,263.1,181.7,218.0,263.7,276.5,327.2,345.7,61.0,2294.8,110.8,2,Minor Flood,1
Matara,Wet,Wet,Nilwala Ganga,2008,53.4,5.0,105.9,275.4,320.8,254.1,254.0,196.9,250.3,165.3,274.9,133.8,2289.7,129.0,2,Minor Flood,1
Kandy,Wet,Wet,Mahaweli Ganga,2008,54.1,35.8,23.7,133.9,161.1,189.6,96.1,69.2,57.1,173.4,362.1,127.2,1483.2,118.2,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2008,65.7,27.8,47.6,120.9,93.3,184.3,124.5,100.2,173.3,223.8,363.3,31.7,1556.4,162.4,3,Major Flood,2
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2008,129.0,38.7,98.5,201.8,100.0,43.9,66.0,28.2,28.2,214.1,185.7,230.7,1364.9,73.1,0,No Flood,0
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2008,135.7,28.1,40.9,139.8,40.6,48.3,51.3,10.0,33.3,208.1,101.7,84.2,921.9,92.8,1,Minor Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2008,36.5,18.2,128.0,153.7,128.7,113.5,149.3,37.5,81.2,177.4,99.1,55.2,1178.3,70.6,0,No Flood,0
Anuradhapura,Dry,Dry,Malwathu Oya,2008,78.3,74.8,38.9,141.5,147.9,20.5,63.1,10.0,75.6,141.8,176.8,119.2,1088.5,66.6,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2008,108.6,27.8,88.9,45.1,63.9,95.1,52.5,125.8,15.0,139.3,163.4,109.5,1034.9,54.7,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2008,62.7,5.0,68.9,134.1,82.6,44.7,75.3,71.8,72.2,80.4,164.0,167.1,1028.8,65.1,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2008,140.3,5.0,69.2,110.1,61.5,20.6,66.5,10.0,77.0,105.2,137.9,173.4,976.7,51.6,0,No Flood,0
Ampara,Dry,Dry,Gal Oya,2008,74.6,115.2,72.0,86.2,55.4,49.4,10.0,37.7,15.0,120.0,117.7,136.6,889.7,60.2,0,No Flood,0
Batticaloa,Dry,Dry,Mundeni Aru,2008,186.3,95.3,47.6,136.6,15.0,81.2,10.0,73.7,47.6,141.6,220.0,271.7,1326.5,121.1,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2008,154.2,100.3,36.7,131.2,38.5,82.9,27.3,14.4,64.9,196.8,118.9,217.8,1183.9,76.8,0,No Flood,0
Jaffna,Dry,Dry,Peninsula / Coastal,2008,149.3,71.0,12.0,141.3,15.0,29.2,18.6,29.0,15.0,102.5,211.1,265.2,1059.1,106.5,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2008,103.3,47.2,67.3,71.7,40.6,10.0,10.0,10.0,39.7,96.1,110.1,230.4,836.6,81.0,0,No Flood,0
Mannar,Dry,Dry,Aruvi Aru,2008,113.3,27.0,44.1,140.9,66.5,10.0,30.7,10.0,15.0,135.5,97.9,139.8,830.7,40.8,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2008,142.3,69.0,94.8,117.0,15.0,10.0,10.0,51.3,91.0,240.8,200.9,234.9,1277.1,75.9,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2008,112.2,67.5,68.3,73.3,15.0,53.7,108.4,72.0,63.8,188.6,187.5,230.8,1241.0,75.8,0,No Flood,0
Puttalam,Dry,Dry,Deduru Oya,2008,42.2,63.9,30.4,134.5,15.0,81.8,41.8,10.0,71.5,116.8,227.7,120.0,955.6,69.4,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2009,35.1,18.5,146.0,290.4,253.2,319.9,115.2,147.3,200.3,193.7,206.3,98.2,2024.2,139.3,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2009,67.3,24.6,125.2,186.4,270.3,265.5,199.6,192.0,178.6,230.6,262.0,71.5,2073.6,82.3,0,No Flood,0
Kalutara,Wet,Wet,Kalu Ganga,2009,60.4,17.8,131.0,280.3,454.3,337.5,284.0,323.4,381.7,452.6,445.8,158.1,3326.8,175.8,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2009,104.1,42.1,187.8,291.2,517.6,459.0,270.1,324.4,363.3,354.1,397.3,128.5,3439.6,178.6,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2009,43.8,77.7,85.0,235.5,427.3,386.7,281.4,259.8,354.1,305.3,449.7,150.6,3057.0,145.6,2,Minor Flood,1
Galle,Wet,Wet,Gin Ganga,2009,106.1,10.3,140.2,232.8,428.2,280.0,346.0,185.6,305.9,327.5,294.5,66.5,2723.6,168.2,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2009,101.1,36.3,106.2,218.6,406.5,286.7,219.0,222.8,236.0,393.0,282.4,142.4,2651.0,118.7,2,Minor Flood,1
Kandy,Wet,Wet,Mahaweli Ganga,2009,107.9,52.6,149.3,208.5,332.7,176.5,125.0,168.2,254.4,174.4,276.5,109.1,2135.1,123.4,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2009,84.6,50.3,100.3,253.4,289.1,298.3,176.5,208.2,299.0,327.0,208.3,119.2,2414.1,96.8,1,Minor Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2009,116.3,61.4,66.8,218.8,28.4,92.6,61.2,108.5,57.2,237.7,163.3,323.2,1535.5,119.0,2,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2009,129.3,69.9,75.6,234.8,69.2,146.7,102.5,129.7,67.5,160.0,300.7,223.0,1708.8,105.4,2,Minor Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2009,94.8,36.4,82.9,265.2,63.9,130.0,40.5,150.1,123.8,241.2,439.3,94.5,1762.8,191.5,0,Major Flood,2
Anuradhapura,Dry,Dry,Malwathu Oya,2009,114.1,94.3,88.9,194.3,15.0,48.1,10.0,27.4,34.1,197.2,182.5,217.4,1223.4,84.2,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2009,112.8,80.1,53.6,134.2,15.0,163.5,15.4,70.2,38.1,107.8,212.4,237.3,1240.4,83.3,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2009,63.4,47.8,89.4,64.4,113.6,22.1,96.9,16.4,104.5,226.0,235.5,144.5,1224.4,69.1,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2009,90.4,50.7,108.4,196.5,44.3,37.6,30.5,10.0,15.0,111.4,190.4,199.7,1084.9,61.4,0,No Flood,0
Ampara,Dry,Dry,Gal Oya,2009,177.3,116.9,81.4,125.3,15.0,10.0,69.9,59.7,75.4,169.6,291.0,231.8,1423.3,105.4,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2009,206.8,119.0,98.5,129.1,19.3,80.0,38.9,10.0,132.4,244.9,211.9,288.9,1579.8,126.7,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2009,199.7,107.3,78.4,131.9,51.7,10.0,49.4,17.0,126.2,178.5,122.2,269.1,1341.5,105.0,0,Minor Flood,1
Jaffna,Dry,Dry,Peninsula / Coastal,2009,163.0,86.3,33.4,136.8,39.0,61.1,35.3,10.0,69.5,113.3,30.0,254.7,1032.3,103.9,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2009,158.1,64.2,43.8,133.6,108.6,24.6,19.3,11.2,15.0,177.3,82.2,304.6,1142.4,126.1,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2009,146.2,46.7,85.5,76.6,53.4,84.4,17.6,10.0,55.9,91.4,133.3,215.0,1016.1,78.7,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2009,155.8,78.0,10.0,161.0,45.7,101.7,10.0,10.0,52.7,177.1,69.7,168.3,1039.9,64.4,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2009,127.0,99.8,67.8,187.9,15.0,21.9,10.0,10.0,15.0,136.5,176.2,249.2,1116.3,92.8,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2009,43.5,67.4,96.7,149.0,15.0,31.1,41.4,10.0,25.1,225.3,302.3,126.4,1133.3,102.0,0,Minor Flood,1
Colombo,Wet,Wet,Kelani Ganga,2010,64.9,10.8,125.9,206.8,371.8,214.4,234.7,178.1,233.0,255.7,245.1,74.6,2215.8,116.5,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2010,70.2,25.6,61.7,223.0,325.5,298.0,170.1,177.4,220.9,347.5,237.7,59.6,2217.2,114.1,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2010,96.7,21.9,115.1,261.7,461.7,364.0,349.3,293.3,237.4,286.6,321.6,121.8,2931.1,169.5,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2010,135.9,38.3,150.1,297.3,400.6,390.0,279.3,300.6,347.6,351.7,309.5,79.0,3079.8,137.5,2,Minor Flood,1
Kegalle,Wet,Wet,Kelani Ganga,2010,65.9,5.0,141.2,250.2,401.9,320.7,415.9,308.8,261.5,323.7,308.9,54.7,2858.5,158.4,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2010,59.9,32.9,145.5,262.2,330.1,310.0,284.6,210.6,369.0,329.1,340.2,124.9,2799.1,113.1,2,Minor Flood,1
Matara,Wet,Wet,Nilwala Ganga,2010,78.7,25.5,97.3,288.1,361.0,338.3,208.2,176.0,257.6,267.9,240.6,97.4,2436.6,125.7,2,Minor Flood,1
Kandy,Wet,Wet,Mahaweli Ganga,2010,117.3,35.2,96.2,217.8,136.8,121.1,172.0,124.2,135.6,285.7,227.9,121.8,1791.6,110.5,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2010,69.3,72.2,130.2,202.1,179.7,236.4,228.5,150.6,278.4,318.5,379.2,143.2,2388.2,155.0,3,Major Flood,2
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2010,102.2,79.9,109.9,203.1,96.1,45.8,48.4,24.8,80.3,191.7,371.7,248.0,1601.8,146.0,2,Major Flood,2
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2010,114.3,80.8,86.7,210.0,177.8,34.9,110.3,68.7,102.0,154.2,336.3,247.7,1723.6,108.8,2,Minor Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2010,103.0,35.0,112.5,163.5,238.0,147.3,62.0,121.4,173.4,235.6,282.8,117.0,1791.6,100.9,0,Minor Flood,1
Anuradhapura,Dry,Dry,Malwathu Oya,2010,108.2,43.9,64.1,138.2,15.5,36.6,10.0,80.3,30.4,242.0,273.6,176.6,1219.5,94.4,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2010,83.7,56.2,88.5,50.0,33.4,113.5,137.1,53.0,15.0,114.5,203.0,224.8,1172.7,85.0,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2010,76.7,47.1,73.5,221.5,15.0,106.8,52.9,75.9,34.9,151.9,220.5,283.6,1360.4,91.1,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2010,98.5,75.0,73.9,92.4,23.4,31.1,118.6,105.0,52.2,254.4,192.0,164.3,1280.7,113.6,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2010,199.7,103.4,75.5,130.3,59.4,22.8,10.0,117.2,52.9,196.0,189.8,211.7,1368.8,67.9,0,No Flood,0
Batticaloa,Dry,Dry,Mundeni Aru,2010,127.0,71.3,24.3,188.7,46.5,10.0,54.4,69.1,63.1,169.4,218.4,338.7,1380.8,125.4,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2010,224.0,80.4,124.0,155.1,84.8,10.0,31.1,10.0,86.6,236.3,58.7,262.4,1363.4,93.1,0,Minor Flood,1
Jaffna,Dry,Dry,Peninsula / Coastal,2010,165.6,102.7,57.3,130.3,17.0,69.3,31.6,10.0,77.1,122.9,82.0,219.0,1084.8,77.1,0,No Flood,0
Kilinochchi,Dry,Dry,Kanakarayan Aru,2010,168.6,79.3,68.7,190.1,39.9,50.8,10.0,17.8,64.4,61.5,187.3,238.4,1176.8,102.5,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2010,164.4,71.6,112.5,194.0,15.0,43.3,29.7,10.0,54.7,140.1,107.1,194.4,1136.9,72.7,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2010,90.0,61.2,26.0,194.0,38.8,23.0,72.3,10.0,15.0,159.0,241.1,235.9,1166.2,94.0,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2010,160.5,104.8,70.0,84.8,55.9,10.0,134.3,13.3,66.1,154.1,94.0,153.5,1101.5,64.4,0,No Flood,0
Puttalam,Dry,Dry,Deduru Oya,2010,52.4,67.4,37.6,129.4,57.7,61.0,82.6,20.0,46.5,179.8,213.0,147.9,1095.4,90.6,0,Minor Flood,1
Colombo,Wet,Wet,Kelani Ganga,2011,60.4,37.2,74.4,228.3,334.3,306.0,184.5,171.3,222.9,310.8,380.6,58.3,2369.0,142.5,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2011,75.6,7.4,114.9,258.6,203.6,265.3,193.7,109.0,234.0,219.3,227.4,86.9,1995.6,94.2,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2011,72.5,5.0,142.7,270.8,486.9,436.2,287.4,278.2,323.4,264.8,394.2,38.5,3000.6,149.1,2,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2011,115.1,25.0,91.5,328.4,551.5,304.6,344.2,305.6,338.0,266.8,458.7,134.8,3264.2,242.7,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2011,61.5,43.6,114.0,332.1,372.4,360.2,314.8,242.0,245.8,297.8,430.9,93.2,2908.3,175.5,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2011,56.1,32.3,141.6,242.0,451.5,467.3,199.4,302.5,327.6,388.8,390.8,113.1,3113.1,155.3,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2011,74.7,46.6,134.5,213.4,332.0,260.2,336.4,235.3,287.5,231.8,514.3,48.6,2715.3,215.6,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2011,102.1,41.1,130.0,285.1,185.0,285.5,179.7,113.5,299.3,284.1,337.1,128.1,2370.6,128.1,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2011,83.4,30.9,132.6,230.6,325.7,235.2,161.7,110.6,261.1,277.0,220.3,106.7,2175.9,104.4,2,Minor Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2011,98.3,65.8,69.9,159.2,141.7,10.0,10.0,38.0,109.6,233.0,192.9,270.8,1399.1,110.1,2,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2011,158.7,62.1,50.3,196.9,201.6,238.9,33.6,108.3,81.7,253.7,136.9,141.3,1664.0,94.5,1,Minor Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2011,97.8,23.3,110.5,244.1,202.1,196.0,158.3,77.9,155.7,130.1,218.2,195.4,1809.6,80.9,0,Minor Flood,1
Anuradhapura,Dry,Dry,Malwathu Oya,2011,154.4,64.0,73.2,161.8,99.1,64.5,31.0,24.6,90.1,195.0,165.2,242.8,1365.6,71.7,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2011,104.0,71.7,107.8,116.2,181.3,10.0,35.5,17.0,46.0,262.0,138.2,197.6,1287.3,98.4,0,Minor Flood,1
Hambantota,Dry,Dry,Walawe Ganga,2011,113.0,51.9,76.7,131.1,54.9,86.7,82.1,10.0,43.8,146.5,198.6,193.3,1188.6,89.4,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2011,96.2,47.9,73.6,141.3,140.6,42.4,80.2,43.4,33.5,168.9,234.2,234.5,1336.7,72.2,0,No Flood,0
Ampara,Dry,Dry,Gal Oya,2011,124.3,81.4,68.7,213.0,40.8,10.0,10.0,38.4,77.9,202.3,213.1,317.6,1397.5,133.5,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2011,176.4,77.4,72.1,75.0,15.0,27.5,10.0,32.6,27.5,169.0,54.7,241.9,979.2,100.6,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2011,164.7,130.1,41.4,101.0,15.0,47.2,59.9,66.7,175.8,44.8,241.8,247.3,1335.4,77.6,0,No Flood,0
Jaffna,Dry,Dry,Peninsula / Coastal,2011,178.2,68.4,87.4,118.1,39.7,10.0,10.0,10.0,15.0,175.4,148.8,186.6,1047.6,66.5,0,No Flood,0
Kilinochchi,Dry,Dry,Kanakarayan Aru,2011,139.2,90.3,73.9,137.4,15.0,78.1,41.1,57.1,15.0,180.4,104.8,223.9,1156.1,84.7,0,No Flood,0
Mannar,Dry,Dry,Aruvi Aru,2011,131.5,84.9,69.1,87.9,92.7,13.3,10.0,13.4,60.8,103.3,218.8,165.9,1051.7,68.9,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2011,132.0,39.1,53.7,84.3,49.8,10.0,75.4,27.2,30.4,201.1,244.6,219.2,1166.7,102.0,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2011,130.4,84.2,31.3,163.2,68.1,55.9,10.0,10.0,15.0,104.5,155.0,203.2,1030.7,88.3,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2011,62.3,88.7,92.2,97.0,49.9,72.9,130.6,10.0,111.7,272.7,171.4,135.5,1295.0,96.1,0,Minor Flood,1
Colombo,Wet,Wet,Kelani Ganga,2012,39.7,35.7,130.5,151.7,127.2,215.3,186.3,168.6,185.6,231.1,350.0,82.2,1903.9,106.1,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2012,54.9,18.9,16.1,124.2,259.4,89.5,210.1,185.2,185.1,252.2,277.8,63.6,1737.1,108.1,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2012,35.0,21.6,104.4,257.7,329.8,415.2,268.2,177.1,283.9,227.7,157.6,162.0,2440.0,169.1,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2012,77.7,48.4,145.1,231.0,385.5,339.0,231.3,167.7,241.9,275.0,265.3,61.7,2469.7,113.4,2,Minor Flood,1
Kegalle,Wet,Wet,Kelani Ganga,2012,60.2,46.1,132.7,221.3,401.2,214.8,255.3,238.3,209.4,169.5,243.6,55.3,2247.6,129.4,2,Minor Flood,1
Galle,Wet,Wet,Gin Ganga,2012,41.3,48.8,107.9,143.6,291.2,304.3,211.9,177.5,275.3,342.3,305.9,153.4,2403.3,124.6,2,Minor Flood,1
Matara,Wet,Wet,Nilwala Ganga,2012,26.3,22.2,64.0,225.6,392.5,340.4,260.6,180.5,221.5,130.5,392.0,105.5,2361.8,162.2,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2012,114.0,16.9,135.0,140.4,247.2,160.5,164.5,121.0,59.5,25.0,248.9,100.4,1533.3,80.2,1,No Flood,1
